Start Time,Stop Time,Station ID,UserType
1/1/2017 9:38,1/1/2017 9:49,3211,Subscriber
1/1/2017 9:45,1/1/2017 9:52,3186,Subscriber
1/1/2017 9:47,1/1/2017 9:50,3279,Subscriber
1/1/2017 9:53,1/1/2017 9:59,3267,Subscriber
1/1/2017 9:53,1/1/2017 10:09,3225,Subscriber
1/1/2017 9:55,1/1/2017 9:58,3272,Subscriber
1/1/2017 9:57,1/1/2017 10:02,3213,Subscriber
1/1/2017 10:03,1/1/2017 10:10,3267,Subscriber
1/1/2017 10:05,1/1/2017 10:09,3269,Subscriber
1/1/2017 10:09,1/1/2017 10:12,3267,Subscriber
1/1/2017 10:13,1/1/2017 10:16,3267,Subscriber
1/1/2017 10:17,1/1/2017 10:19,3211,Subscriber
1/1/2017 10:18,1/1/2017 10:25,3187,Subscriber
1/1/2017 10:21,1/1/2017 10:25,3278,Subscriber
1/1/2017 10:24,1/1/2017 10:26,3186,Subscriber
1/1/2017 10:42,1/1/2017 10:44,3279,Subscriber
1/1/2017 10:45,1/1/2017 10:47,3270,Subscriber
1/1/2017 10:48,1/1/2017 10:58,3272,Subscriber
1/1/2017 10:52,1/1/2017 11:24,3193,Subscriber
1/1/2017 10:54,1/1/2017 11:31,3192,Subscriber
1/1/2017 10:57,1/1/2017 11:11,3190,Subscriber
1/1/2017 10:58,1/1/2017 11:06,3193,Subscriber
1/1/2017 11:00,1/1/2017 11:02,3272,Subscriber
1/1/2017 11:03,1/1/2017 11:09,3214,Subscriber
1/1/2017 11:06,1/1/2017 11:10,3187,Subscriber
1/1/2017 11:09,1/1/2017 11:17,3267,Subscriber
1/1/2017 11:12,1/1/2017 11:17,3276,Subscriber
1/1/2017 11:15,1/1/2017 11:20,3276,Subscriber
1/1/2017 11:17,1/1/2017 11:23,3206,Subscriber
1/1/2017 11:24,1/1/2017 11:27,3278,Subscriber
1/1/2017 11:25,1/1/2017 11:29,3270,Subscriber
1/1/2017 11:27,1/1/2017 11:37,3196,Subscriber
1/1/2017 11:32,1/1/2017 11:35,3272,Subscriber
1/1/2017 11:39,1/1/2017 11:42,3273,Subscriber
1/1/2017 11:43,1/1/2017 12:44,3213,Subscriber
1/1/2017 11:47,1/1/2017 11:59,3203,Subscriber
1/1/2017 11:49,1/1/2017 12:04,3280,Subscriber
1/1/2017 11:51,1/1/2017 11:55,3187,Subscriber
1/1/2017 11:53,1/1/2017 11:56,3269,Subscriber
1/1/2017 11:58,1/1/2017 12:08,3192,Subscriber
1/1/2017 12:00,1/1/2017 12:04,3186,Subscriber
1/1/2017 12:02,1/1/2017 12:13,3210,Subscriber
1/1/2017 12:04,1/1/2017 12:06,3272,Subscriber
1/1/2017 12:05,1/1/2017 12:09,3272,Subscriber
1/1/2017 12:05,1/1/2017 12:10,3213,Subscriber
1/1/2017 12:09,1/1/2017 12:10,3213,Subscriber
1/1/2017 12:16,1/1/2017 12:25,3209,Subscriber
1/1/2017 12:27,1/1/2017 12:30,3270,Subscriber
1/1/2017 12:28,1/1/2017 12:31,3270,Subscriber
1/1/2017 12:34,1/1/2017 12:40,3192,Subscriber
1/1/2017 12:36,1/1/2017 12:39,3211,Subscriber
1/1/2017 12:42,1/1/2017 12:55,3199,Subscriber
1/1/2017 12:43,1/1/2017 12:55,3199,Subscriber
1/1/2017 12:44,1/1/2017 12:48,3279,Subscriber
1/1/2017 12:46,1/1/2017 12:56,3192,Subscriber
1/1/2017 12:51,1/1/2017 13:02,3194,Subscriber
1/1/2017 12:55,1/1/2017 13:06,3192,Subscriber
1/1/2017 12:55,1/1/2017 13:06,3192,Subscriber
1/1/2017 13:00,1/1/2017 13:03,3183,Subscriber
1/1/2017 13:01,1/1/2017 13:13,3184,Subscriber
1/1/2017 13:04,1/1/2017 13:08,3185,Subscriber
1/1/2017 13:07,1/1/2017 13:25,3183,Subscriber
1/1/2017 13:12,1/1/2017 13:17,3213,Subscriber
1/1/2017 13:30,1/1/2017 13:48,3267,Subscriber
1/1/2017 13:32,1/1/2017 13:34,3213,Subscriber
1/1/2017 13:32,1/1/2017 13:38,3272,Subscriber
1/1/2017 13:33,1/1/2017 13:39,3273,Subscriber
1/1/2017 13:34,1/1/2017 13:41,3207,Subscriber
1/1/2017 13:36,1/1/2017 13:47,3206,Subscriber
1/1/2017 13:38,1/1/2017 13:43,3275,Subscriber
1/1/2017 13:44,1/1/2017 13:48,3186,Subscriber
1/1/2017 13:52,1/1/2017 14:22,3211,Subscriber
1/1/2017 13:57,1/1/2017 14:01,3205,Subscriber
1/1/2017 13:58,1/1/2017 14:24,3186,Subscriber
1/1/2017 13:59,1/1/2017 14:36,3210,Subscriber
1/1/2017 14:00,1/1/2017 14:03,3279,Subscriber
1/1/2017 14:06,1/1/2017 14:09,3276,Subscriber
1/1/2017 14:08,1/1/2017 14:16,3202,Subscriber
1/1/2017 14:08,1/1/2017 14:10,3186,Subscriber
1/1/2017 14:32,1/1/2017 15:12,3205,Subscriber
1/1/2017 14:33,1/1/2017 14:38,3273,Subscriber
1/1/2017 14:33,1/1/2017 14:40,3202,Subscriber
1/1/2017 14:33,1/1/2017 14:37,3186,Subscriber
1/1/2017 14:33,1/1/2017 15:12,3205,Subscriber
1/1/2017 14:36,1/1/2017 14:38,3213,Subscriber
1/1/2017 14:36,1/1/2017 15:04,3196,Subscriber
1/1/2017 14:36,1/1/2017 15:04,3196,Subscriber
1/1/2017 14:40,1/1/2017 14:42,3275,Subscriber
1/1/2017 14:42,1/1/2017 14:47,3267,Subscriber
1/1/2017 14:42,1/1/2017 14:45,3275,Subscriber
1/1/2017 14:47,1/1/2017 14:54,3183,Subscriber
1/1/2017 14:49,1/1/2017 14:54,3187,Subscriber
1/1/2017 14:52,1/1/2017 16:34,3203,Subscriber
1/1/2017 15:03,1/1/2017 15:26,3183,Subscriber
1/1/2017 15:03,1/1/2017 15:12,3186,Subscriber
1/1/2017 15:07,1/1/2017 15:22,3191,Subscriber
1/1/2017 15:12,1/1/2017 15:31,3225,Subscriber
1/1/2017 15:13,1/1/2017 15:31,3225,Subscriber
1/1/2017 15:13,1/1/2017 15:16,3205,Subscriber
1/1/2017 15:16,1/1/2017 15:19,3214,Subscriber
1/1/2017 15:18,1/1/2017 15:21,3213,Subscriber
1/1/2017 15:20,1/1/2017 15:25,3275,Subscriber
1/1/2017 15:21,1/1/2017 15:25,3267,Subscriber
1/1/2017 15:22,1/1/2017 15:27,3203,Subscriber
1/1/2017 15:23,1/1/2017 16:17,3206,Subscriber
1/1/2017 15:28,1/1/2017 15:31,3276,Subscriber
1/1/2017 15:30,1/1/2017 15:33,3207,Subscriber
1/1/2017 15:33,1/1/2017 15:47,3194,Subscriber
1/1/2017 15:34,1/1/2017 15:42,3209,Subscriber
1/1/2017 15:42,1/1/2017 15:50,3203,Subscriber
1/1/2017 15:46,1/1/2017 15:52,3273,Subscriber
1/1/2017 15:47,1/1/2017 15:52,3273,Subscriber
1/1/2017 15:49,1/1/2017 15:53,3183,Subscriber
1/1/2017 15:51,1/1/2017 16:07,3187,Subscriber
1/1/2017 16:02,1/1/2017 16:33,3194,Subscriber
1/1/2017 16:03,1/1/2017 16:09,3275,Subscriber
1/1/2017 16:03,1/1/2017 16:10,3275,Subscriber
1/1/2017 16:09,1/1/2017 16:19,3270,Subscriber
1/1/2017 16:09,1/1/2017 16:20,3270,Subscriber
1/1/2017 16:10,1/1/2017 16:23,3220,Subscriber
1/1/2017 16:10,1/1/2017 17:16,3192,Subscriber
1/1/2017 16:16,1/1/2017 16:39,3184,Subscriber
1/1/2017 16:17,1/1/2017 16:25,3185,Subscriber
1/1/2017 16:18,1/1/2017 16:39,3184,Subscriber
1/1/2017 16:21,1/1/2017 16:24,3211,Subscriber
1/1/2017 16:28,1/1/2017 16:38,3186,Subscriber
1/1/2017 16:28,1/1/2017 16:38,3186,Subscriber
1/1/2017 16:31,1/1/2017 16:37,3276,Subscriber
1/1/2017 16:32,1/1/2017 16:35,3186,Subscriber
1/1/2017 16:38,1/1/2017 16:53,3183,Subscriber
1/1/2017 16:41,1/1/2017 16:45,3272,Subscriber
1/1/2017 16:42,1/1/2017 17:02,3267,Subscriber
1/1/2017 16:44,1/1/2017 17:12,3199,Subscriber
1/1/2017 16:48,1/1/2017 16:53,3225,Subscriber
1/1/2017 16:49,1/1/2017 16:59,3192,Subscriber
1/1/2017 16:53,1/1/2017 17:04,3279,Subscriber
1/1/2017 16:58,1/1/2017 17:09,3210,Subscriber
1/1/2017 16:58,1/1/2017 17:09,3210,Subscriber
1/1/2017 16:58,1/1/2017 17:12,3202,Subscriber
1/1/2017 17:03,1/1/2017 17:04,3273,Subscriber
1/1/2017 17:03,1/1/2017 17:10,3186,Subscriber
1/1/2017 17:08,1/1/2017 17:21,3203,Subscriber
1/1/2017 17:08,1/1/2017 17:11,3205,Subscriber
1/1/2017 17:10,1/1/2017 18:18,3203,Subscriber
1/1/2017 17:10,1/1/2017 17:15,3186,Subscriber
1/1/2017 17:17,1/1/2017 17:26,3183,Subscriber
1/1/2017 17:19,1/1/2017 18:05,3205,Subscriber
1/1/2017 17:20,1/1/2017 17:28,3186,Subscriber
1/1/2017 17:26,1/1/2017 17:36,3186,Subscriber
1/1/2017 17:30,1/1/2017 17:42,3205,Subscriber
1/1/2017 17:31,1/1/2017 17:35,3186,Subscriber
1/1/2017 17:36,1/1/2017 17:46,3267,Subscriber
1/1/2017 17:37,1/1/2017 17:46,3267,Subscriber
1/1/2017 17:38,1/1/2017 17:47,3211,Subscriber
1/1/2017 17:40,1/1/2017 17:44,3214,Subscriber
1/1/2017 17:46,1/1/2017 17:50,3186,Subscriber
1/1/2017 17:48,1/1/2017 17:58,3279,Subscriber
1/1/2017 17:50,1/1/2017 18:01,3209,Subscriber
1/1/2017 17:50,1/1/2017 17:59,3195,Subscriber
1/1/2017 17:58,1/1/2017 18:10,3185,Subscriber
1/1/2017 18:00,1/1/2017 18:14,3205,Subscriber
1/1/2017 18:01,1/1/2017 18:08,3183,Subscriber
1/1/2017 18:02,1/1/2017 18:34,3267,Subscriber
1/1/2017 18:07,1/1/2017 18:22,3267,Subscriber
1/1/2017 18:08,1/1/2017 18:22,3267,Subscriber
1/1/2017 18:15,1/1/2017 18:32,3201,Subscriber
1/1/2017 18:15,1/1/2017 18:32,3201,Subscriber
1/1/2017 18:22,1/1/2017 18:34,3211,Subscriber
1/1/2017 18:22,1/1/2017 18:26,3214,Subscriber
1/1/2017 18:22,1/1/2017 18:29,3183,Subscriber
1/1/2017 18:24,1/1/2017 18:31,3189,Subscriber
1/1/2017 18:25,1/1/2017 18:56,3202,Subscriber
1/1/2017 18:27,1/1/2017 18:28,3185,Subscriber
1/1/2017 18:28,1/1/2017 18:37,3184,Subscriber
1/1/2017 18:31,1/1/2017 18:40,3214,Subscriber
1/1/2017 18:33,1/1/2017 18:39,3187,Subscriber
1/1/2017 18:35,1/1/2017 18:39,3195,Subscriber
1/1/2017 18:37,1/1/2017 18:38,3270,Subscriber
1/1/2017 18:43,1/1/2017 18:44,3213,Subscriber
1/1/2017 18:44,1/1/2017 18:48,3186,Subscriber
1/1/2017 18:45,1/1/2017 18:51,3185,Subscriber
1/1/2017 18:51,1/1/2017 18:59,3203,Subscriber
1/1/2017 18:54,1/1/2017 19:02,3191,Subscriber
1/1/2017 18:55,1/1/2017 18:57,3203,Subscriber
1/1/2017 19:07,1/1/2017 19:37,3267,Subscriber
1/1/2017 19:09,1/1/2017 19:11,3187,Subscriber
1/1/2017 19:10,1/1/2017 19:15,3195,Subscriber
1/1/2017 19:12,1/1/2017 19:16,3185,Subscriber
1/1/2017 19:13,1/1/2017 19:17,3269,Subscriber
1/1/2017 19:15,1/1/2017 19:18,3269,Subscriber
1/1/2017 19:22,1/1/2017 19:25,3183,Subscriber
1/1/2017 19:22,1/1/2017 19:35,3190,Subscriber
1/1/2017 19:25,1/1/2017 19:31,3276,Subscriber
1/1/2017 19:27,1/1/2017 19:42,3272,Subscriber
1/1/2017 19:29,1/1/2017 19:38,3185,Subscriber
1/1/2017 19:31,1/1/2017 19:47,3267,Subscriber
1/1/2017 19:42,1/1/2017 19:48,3202,Subscriber
1/1/2017 19:42,1/1/2017 19:58,3207,Subscriber
1/1/2017 19:43,1/1/2017 19:47,3275,Subscriber
1/1/2017 19:44,1/1/2017 20:00,3210,Subscriber
1/1/2017 19:57,1/1/2017 20:23,3183,Subscriber
1/1/2017 19:58,1/1/2017 20:02,3187,Subscriber
1/1/2017 20:02,1/1/2017 20:09,3220,Subscriber
1/1/2017 20:03,1/1/2017 20:06,3272,Subscriber
1/1/2017 20:19,1/1/2017 20:23,3202,Subscriber
1/1/2017 20:22,1/1/2017 20:28,3183,Subscriber
1/1/2017 20:23,1/1/2017 20:33,3267,Subscriber
1/1/2017 20:27,1/1/2017 20:37,3279,Subscriber
1/1/2017 20:28,1/1/2017 20:34,3202,Subscriber
1/1/2017 20:29,1/1/2017 20:43,3211,Subscriber
1/1/2017 20:40,1/1/2017 20:43,3186,Subscriber
1/1/2017 20:49,1/1/2017 20:57,3272,Subscriber
1/1/2017 21:01,1/1/2017 21:08,3183,Subscriber
1/1/2017 21:01,1/1/2017 21:04,3183,Subscriber
1/1/2017 21:01,1/1/2017 21:12,3186,Subscriber
1/1/2017 21:03,1/1/2017 21:11,3186,Subscriber
1/1/2017 21:03,1/1/2017 21:07,3209,Subscriber
1/1/2017 21:05,1/1/2017 21:11,3183,Subscriber
1/1/2017 21:13,1/1/2017 21:16,3267,Subscriber
1/1/2017 21:21,1/1/2017 21:31,3183,Subscriber
1/1/2017 21:32,1/1/2017 21:35,3270,Subscriber
1/1/2017 21:32,1/1/2017 21:40,3272,Subscriber
1/1/2017 21:33,1/1/2017 21:36,3279,Subscriber
1/1/2017 21:49,1/1/2017 21:58,3202,Subscriber
1/1/2017 21:58,1/1/2017 22:03,3213,Subscriber
1/1/2017 21:58,1/1/2017 22:05,3199,Subscriber
1/1/2017 22:01,1/1/2017 22:04,3186,Subscriber
1/1/2017 22:03,1/1/2017 22:07,3183,Subscriber
1/1/2017 22:11,1/1/2017 22:23,3186,Subscriber
1/1/2017 22:13,1/1/2017 22:18,3187,Subscriber
1/1/2017 22:14,1/1/2017 22:21,3193,Subscriber
1/1/2017 22:25,1/1/2017 22:43,3202,Subscriber
1/1/2017 22:57,1/1/2017 23:08,3193,Subscriber
1/1/2017 23:13,1/1/2017 23:17,3186,Subscriber
1/1/2017 23:33,1/1/2017 23:38,3203,Subscriber
1/1/2017 23:53,1/1/2017 23:58,3185,Subscriber
1/2/2017 0:06,1/2/2017 0:17,3195,Subscriber
1/2/2017 0:44,1/2/2017 0:58,3195,Subscriber
1/2/2017 1:06,1/2/2017 1:14,3202,Subscriber
1/2/2017 2:25,1/2/2017 2:35,3185,Subscriber
1/2/2017 5:17,1/2/2017 5:25,3183,Subscriber
1/2/2017 5:28,1/2/2017 5:37,3190,Subscriber
1/2/2017 6:33,1/2/2017 6:35,3202,Subscriber
1/2/2017 6:34,1/2/2017 6:37,3187,Subscriber
1/2/2017 6:41,1/2/2017 6:44,3279,Subscriber
1/2/2017 7:51,1/2/2017 7:56,3214,Subscriber
1/2/2017 8:09,1/2/2017 8:13,3205,Subscriber
1/2/2017 8:22,1/2/2017 8:24,3279,Subscriber
1/2/2017 8:34,1/2/2017 8:38,3214,Subscriber
1/2/2017 8:36,1/2/2017 8:40,3272,Subscriber
1/2/2017 8:36,1/2/2017 8:41,3203,Subscriber
1/2/2017 8:41,1/2/2017 8:50,3207,Subscriber
1/2/2017 8:42,1/2/2017 8:45,3279,Subscriber
1/2/2017 8:43,1/2/2017 8:48,3213,Subscriber
1/2/2017 8:48,1/2/2017 8:56,3195,Subscriber
1/2/2017 8:50,1/2/2017 8:56,3192,Subscriber
1/2/2017 9:07,1/2/2017 9:15,3195,Subscriber
1/2/2017 9:08,1/2/2017 9:31,3211,Subscriber
1/2/2017 9:15,1/2/2017 9:18,3214,Subscriber
1/2/2017 9:18,1/2/2017 9:22,3187,Subscriber
1/2/2017 9:21,1/2/2017 9:24,3267,Subscriber
1/2/2017 9:30,1/2/2017 9:33,3213,Subscriber
1/2/2017 10:04,1/2/2017 10:12,3267,Subscriber
1/2/2017 10:06,1/2/2017 10:26,3279,Subscriber
1/2/2017 10:19,1/2/2017 10:24,3186,Subscriber
1/2/2017 10:20,1/2/2017 10:22,3279,Subscriber
1/2/2017 10:29,1/2/2017 10:32,3276,Subscriber
1/2/2017 10:33,1/2/2017 10:38,3272,Subscriber
1/2/2017 10:40,1/2/2017 10:44,3267,Subscriber
1/2/2017 11:03,1/2/2017 11:12,3213,Subscriber
1/2/2017 11:10,1/2/2017 11:13,3270,Subscriber
1/2/2017 11:14,1/2/2017 11:33,3271,Subscriber
1/2/2017 11:24,1/2/2017 11:27,3213,Subscriber
1/2/2017 11:28,1/2/2017 11:37,3206,Subscriber
1/2/2017 11:32,1/2/2017 11:35,3183,Subscriber
1/2/2017 11:37,1/2/2017 11:42,3278,Subscriber
1/2/2017 11:41,1/2/2017 11:50,3196,Subscriber
1/2/2017 11:41,1/2/2017 11:49,3278,Subscriber
1/2/2017 11:52,1/2/2017 11:55,3203,Subscriber
1/2/2017 11:53,1/2/2017 12:00,3193,Subscriber
1/2/2017 11:54,1/2/2017 12:01,3194,Subscriber
1/2/2017 12:04,1/2/2017 12:09,3211,Subscriber
1/2/2017 12:05,1/2/2017 12:15,3225,Subscriber
1/2/2017 12:09,1/2/2017 12:20,3278,Subscriber
1/2/2017 12:24,1/2/2017 12:37,3225,Subscriber
1/2/2017 12:34,1/2/2017 12:37,3183,Subscriber
1/2/2017 12:38,1/2/2017 12:43,3269,Subscriber
1/2/2017 12:53,1/2/2017 12:57,3269,Subscriber
1/2/2017 12:55,1/2/2017 13:11,3220,Subscriber
1/2/2017 13:07,1/2/2017 13:15,3207,Subscriber
1/2/2017 13:08,1/2/2017 13:20,3209,Subscriber
1/2/2017 13:19,1/2/2017 13:24,3220,Subscriber
1/2/2017 13:22,1/2/2017 13:32,3190,Subscriber
1/2/2017 13:26,1/2/2017 13:32,3183,Subscriber
1/2/2017 13:34,1/2/2017 13:41,3207,Subscriber
1/2/2017 13:58,1/2/2017 14:06,3197,Subscriber
1/2/2017 14:06,1/2/2017 14:15,3206,Subscriber
1/2/2017 14:09,1/2/2017 14:14,3275,Subscriber
1/2/2017 14:24,1/2/2017 14:36,3225,Subscriber
1/2/2017 14:44,1/2/2017 14:48,3276,Subscriber
1/2/2017 14:56,1/2/2017 15:07,3210,Subscriber
1/2/2017 15:20,1/2/2017 15:32,3187,Subscriber
1/2/2017 15:28,1/2/2017 15:32,3267,Subscriber
1/2/2017 15:32,1/2/2017 15:37,3276,Subscriber
1/2/2017 15:32,1/2/2017 15:38,3267,Subscriber
1/2/2017 15:35,1/2/2017 15:38,3205,Subscriber
1/2/2017 15:37,1/2/2017 15:39,3203,Subscriber
1/2/2017 15:42,1/2/2017 15:45,3194,Subscriber
1/2/2017 15:46,1/2/2017 15:55,3202,Subscriber
1/2/2017 15:46,1/2/2017 15:48,3272,Subscriber
1/2/2017 15:46,1/2/2017 15:50,3225,Subscriber
1/2/2017 15:47,1/3/2017 9:02,3269,Subscriber
1/2/2017 15:54,1/2/2017 15:56,3270,Subscriber
1/2/2017 15:55,1/2/2017 15:59,3194,Subscriber
1/2/2017 16:10,1/2/2017 16:19,3195,Subscriber
1/2/2017 16:13,1/2/2017 16:19,3186,Subscriber
1/2/2017 16:21,1/2/2017 16:27,3187,Subscriber
1/2/2017 16:25,1/2/2017 17:10,3211,Subscriber
1/2/2017 16:31,1/2/2017 16:39,3207,Subscriber
1/2/2017 16:38,1/2/2017 16:45,3186,Subscriber
1/2/2017 16:39,1/2/2017 16:43,3211,Subscriber
1/2/2017 16:49,1/2/2017 16:53,3275,Subscriber
1/2/2017 16:50,1/2/2017 16:54,3194,Subscriber
1/2/2017 16:55,1/2/2017 16:56,3185,Subscriber
1/2/2017 17:05,1/2/2017 17:12,3195,Subscriber
1/2/2017 17:27,1/2/2017 19:46,3205,Subscriber
1/2/2017 17:30,1/2/2017 17:35,3278,Subscriber
1/2/2017 17:37,1/2/2017 17:39,3214,Subscriber
1/2/2017 17:39,1/2/2017 17:51,3197,Subscriber
1/2/2017 17:55,1/2/2017 17:57,3273,Subscriber
1/2/2017 17:55,1/2/2017 17:59,3186,Subscriber
1/2/2017 17:59,1/2/2017 18:06,3203,Subscriber
1/2/2017 18:06,1/2/2017 18:12,3276,Subscriber
1/2/2017 18:16,1/2/2017 18:22,3195,Subscriber
1/2/2017 18:20,1/2/2017 18:25,3183,Subscriber
1/2/2017 18:29,1/2/2017 18:41,3189,Subscriber
1/2/2017 18:30,1/2/2017 18:46,3202,Subscriber
1/2/2017 18:31,1/2/2017 18:44,3277,Subscriber
1/2/2017 18:45,1/2/2017 18:49,3275,Subscriber
1/2/2017 18:46,1/2/2017 18:48,3209,Subscriber
1/2/2017 18:55,1/2/2017 18:59,3273,Subscriber
1/2/2017 18:57,1/2/2017 19:00,3186,Subscriber
1/2/2017 19:05,1/2/2017 19:14,3211,Subscriber
1/2/2017 19:16,1/2/2017 19:27,3186,Subscriber
1/2/2017 19:19,1/2/2017 19:25,3267,Subscriber
1/2/2017 19:21,1/2/2017 19:24,3269,Subscriber
1/2/2017 19:39,1/2/2017 19:42,3186,Subscriber
1/2/2017 19:46,1/2/2017 19:59,3183,Subscriber
1/2/2017 19:52,1/2/2017 19:59,3202,Subscriber
1/2/2017 19:54,1/2/2017 19:56,3183,Subscriber
1/2/2017 19:56,1/2/2017 20:03,3225,Subscriber
1/2/2017 20:13,1/2/2017 20:16,3186,Subscriber
1/2/2017 20:14,1/2/2017 20:20,3186,Subscriber
1/2/2017 20:16,1/2/2017 20:20,3207,Subscriber
1/2/2017 20:26,1/2/2017 20:28,3272,Subscriber
1/2/2017 20:28,1/2/2017 20:30,3203,Subscriber
1/2/2017 20:29,1/2/2017 20:33,3210,Subscriber
1/2/2017 20:29,1/2/2017 20:32,3186,Subscriber
1/2/2017 20:31,1/2/2017 20:34,3273,Subscriber
1/2/2017 20:39,1/2/2017 20:45,3213,Subscriber
1/2/2017 20:54,1/2/2017 20:58,3202,Subscriber
1/2/2017 20:54,1/2/2017 20:57,3272,Subscriber
1/2/2017 21:02,1/2/2017 21:07,3193,Subscriber
1/2/2017 21:07,1/2/2017 21:18,3186,Subscriber
1/2/2017 21:09,1/2/2017 21:52,3193,Subscriber
1/2/2017 21:12,1/2/2017 21:20,3193,Subscriber
1/2/2017 21:38,1/2/2017 21:40,3203,Subscriber
1/2/2017 21:59,1/2/2017 22:04,3187,Subscriber
1/2/2017 22:00,1/2/2017 22:04,3272,Subscriber
1/2/2017 22:13,1/2/2017 22:19,3193,Subscriber
1/2/2017 22:18,1/2/2017 22:25,3195,Subscriber
1/2/2017 22:20,1/2/2017 22:28,3192,Subscriber
1/2/2017 22:22,1/2/2017 22:34,3220,Subscriber
1/2/2017 22:27,1/2/2017 22:31,3202,Subscriber
1/2/2017 22:38,1/2/2017 22:46,3267,Subscriber
1/2/2017 22:42,1/2/2017 22:46,3275,Subscriber
1/2/2017 22:43,1/2/2017 22:48,3195,Subscriber
1/2/2017 22:50,1/2/2017 22:54,3183,Subscriber
1/2/2017 23:31,1/2/2017 23:40,3195,Subscriber
1/2/2017 23:55,1/3/2017 0:03,3186,Subscriber
1/3/2017 0:05,1/3/2017 0:07,3210,Subscriber
1/3/2017 0:18,1/3/2017 1:00,3199,Subscriber
1/3/2017 0:38,1/3/2017 0:42,3185,Subscriber
1/3/2017 0:45,1/3/2017 0:57,3195,Subscriber
1/3/2017 1:47,1/3/2017 1:48,3186,Subscriber
1/3/2017 4:47,1/3/2017 4:50,3267,Subscriber
1/3/2017 4:50,1/3/2017 4:52,3276,Subscriber
1/3/2017 5:09,1/3/2017 5:17,3202,Subscriber
1/3/2017 5:14,1/3/2017 5:31,3207,Subscriber
1/3/2017 5:19,1/3/2017 5:24,3269,Subscriber
1/3/2017 5:20,1/3/2017 5:22,3213,Subscriber
1/3/2017 5:44,1/3/2017 5:54,3190,Subscriber
1/3/2017 5:51,1/3/2017 5:55,3205,Subscriber
1/3/2017 5:55,1/3/2017 5:58,3267,Subscriber
1/3/2017 6:16,1/3/2017 6:19,3279,Subscriber
1/3/2017 6:16,1/3/2017 6:21,3267,Subscriber
1/3/2017 6:17,1/3/2017 6:20,3267,Subscriber
1/3/2017 6:23,1/3/2017 6:27,3203,Subscriber
1/3/2017 6:26,1/3/2017 6:28,3213,Subscriber
1/3/2017 6:26,1/3/2017 6:29,3213,Subscriber
1/3/2017 6:28,1/3/2017 6:32,3267,Subscriber
1/3/2017 6:39,1/3/2017 6:42,3198,Subscriber
1/3/2017 6:42,1/3/2017 6:48,3193,Subscriber
1/3/2017 6:42,1/3/2017 6:47,3203,Subscriber
1/3/2017 6:56,1/3/2017 7:13,3194,Subscriber
1/3/2017 6:56,1/3/2017 6:58,3272,Subscriber
1/3/2017 7:00,1/3/2017 7:08,3273,Subscriber
1/3/2017 7:01,1/3/2017 7:05,3278,Subscriber
1/3/2017 7:06,1/3/2017 7:10,3209,Subscriber
1/3/2017 7:11,1/3/2017 7:15,3203,Subscriber
1/3/2017 7:12,1/3/2017 7:15,3270,Subscriber
1/3/2017 7:12,1/3/2017 7:22,3192,Subscriber
1/3/2017 7:13,1/3/2017 7:18,3205,Subscriber
1/3/2017 7:16,1/3/2017 7:20,3203,Subscriber
